🤸🏼‍♂	гимнастика, маж прави ѕвезда, маж прави ѕвезда: тип на кожа 3, машко, спортист, тип на кожа 3, ѕвезда
🤸🏽‍♂	гимнастика, маж прави ѕвезда, маж прави ѕвезда: тип на кожа 4, машко, спортист, тип на кожа 4, ѕвезда
🤸🏾‍♂	гимнастика, маж прави ѕвезда, маж прави ѕвезда: тип на кожа 5, машко, спортист, тип на кожа 5, ѕвезда
🤸🏿‍♂	гимнастика, маж прави ѕвезда, маж прави ѕвезда: тип на кожа 6, машко, спортист, тип на кожа 6, ѕвезда
🤸🏻‍♀	гимнастика, жена прави ѕвезда, жена прави ѕвезда: тип на кожа 1–2, женско, спортист, тип на кожа 1–2, ѕвезда
🤸🏼‍♀	гимнастика, жена прави ѕвезда, жена прави ѕвезда: тип на кожа 3, женско, спортист, тип на кожа 3, ѕвезда
🤸🏽‍♀	гимнастика, жена прави ѕвезда, жена прави ѕвезда: тип на кожа 4, женско, спортист, тип на кожа 4, ѕвезда
🤸🏾‍♀	гимнастика, жена прави ѕвезда, жена прави ѕвезда: тип на кожа 5, женско, спортист, тип на кожа 5, ѕвезда
🤸🏿‍♀	гимнастика, жена прави ѕвезда, жена прави ѕвезда: тип на кожа 6, женско, спортист, тип на кожа 6, ѕвезда
🤽🏻	ватерполист, ватерполо, ватерполо: тип на кожа 1–2, спорт, тип на кожа 1–2
🤽🏼	ватерполист, ватерполо, ватерполо: тип на кожа 3, спорт, тип на кожа 3
🤽🏽	ватерполист, ватерполо, ватерполо: тип на кожа 4, спорт, тип на кожа 4
🤽🏾	ватерполист, ватерполо, ватерполо: тип на кожа 5, спорт, тип на кожа 5
🤽🏿	ватерполист, ватерполо, ватерполо: тип на кожа 6, спорт, тип на кожа 6
🤽🏻‍♂	ватерполист, ватерполист: тип на кожа 1–2, машко, спорт, тип на кожа 1–2
🤽🏼‍♂	ватерполист, ватерполист: тип на кожа 3, машко, спорт, тип на кожа 3
🤽🏽‍♂	ватерполист, ватерполист: тип на кожа 4, машко, спорт, тип на кожа 4
🤽🏾‍♂	ватерполист, ватерполист: тип на кожа 5, машко, спорт, тип на кожа 5
🤽🏿‍♂	ватерполист, ватерполист: тип на кожа 6, машко, спорт, тип на кожа 6
🤽🏻‍♀	ватерполист, ватерполистка, ватерполистка: тип на кожа 1–2, женско, спорт, тип на кожа 1–2
🤽🏼‍♀	ватерполист, ватерполистка, ватерполистка: тип на кожа 3, женско, спорт, тип на кожа 3
🤽🏽‍♀	ватерполист, ватерполистка, ватерполистка: тип на кожа 4, женско, спорт, тип на кожа 4
🤽🏾‍♀	ватерполист, ватерполистка, ватерполистка: тип на кожа 5, женско, спорт, тип на кожа 5
🤽🏿‍♀	ватерполист, ватерполистка, ватерполистка: тип на кожа 6, женско, спорт, тип на кожа 6
🤾🏻	ракомет, ракомет: тип на кожа 1–2, ракометар, спорт, тип на кожа 1–2
🤾🏼	ракомет, ракомет: тип на кожа 3, ракометар, спорт, тип на кожа 3
🤾🏽	ракомет, ракомет: тип на кожа 4, ракометар, спорт, тип на кожа 4
🤾🏾	ракомет, ракомет: тип на кожа 5, ракометар, спорт, тип на кожа 5
🤾🏿	ракомет, ракомет: тип на кожа 6, ракометар, спорт, тип на кожа 6
🤾🏻‍♂	машко, ракомет, ракометар, ракометар: тип на кожа 1–2, спорт, тип на кожа 1–2
🤾🏼‍♂	машко, ракомет, ракометар, ракометар: тип на кожа 3, спорт, тип на кожа 3
🤾🏽‍♂	машко, ракомет, ракометар, ракометар: тип на кожа 4, спорт, тип на кожа 4
🤾🏾‍♂	машко, ракомет, ракометар, ракометар: тип на кожа 5, спорт, тип на кожа 5
🤾🏿‍♂	машко, ракомет, ракометар, ракометар: тип на кожа 6, спорт, тип на кожа 6
🤾🏻‍♀	женско, ракомет, ракометар, ракометарка, ракометарка: тип на кожа 1–2, спорт, тип на кожа 1–2
🤾🏼‍♀	женско, ракомет, ракометар, ракометарка, ракометарка: тип на кожа 3, спорт, тип на кожа 3
🤾🏽‍♀	женско, ракомет, ракометар, ракометарка, ракометарка: тип на кожа 4, спорт, тип на кожа 4
🤾🏾‍♀	женско, ракомет, ракометар, ракометарка, ракометарка: тип на кожа 5, спорт, тип на кожа 5
🤾🏿‍♀	женско, ракомет, ракометар, ракометарка, ракометарка: тип на кожа 6, спорт, тип на кожа 6
🤹🏻	вештина, жонглер, жонглирање, жонглирање: тип на кожа 1–2, тип на кожа 1–2
🤹🏼	вештина, жонглер, жонглирање, жонглирање: тип на кожа 3, тип на кожа 3
🤹🏽	вештина, жонглер, жонглирање, жонглирање: тип на кожа 4, тип на кожа 4
🤹🏾	вештина, жонглер, жонглирање, жонглирање: тип на кожа 5, тип на кожа 5
🤹🏿	вештина, жонглер, жонглирање, жонглирање: тип на кожа 6, тип на кожа 6
🤹🏻‍♂	жонглер, жонглер: тип на кожа 1–2, машко, тип на кожа 1–2
🤹🏼‍♂	жонглер, жонглер: тип на кожа 3, машко, тип на кожа 3
🤹🏽‍♂	жонглер, жонглер: тип на кожа 4, машко, тип на кожа 4
🤹🏾‍♂	жонглер, жонглер: тип на кожа 5, машко, тип на кожа 5
🤹🏿‍♂	жонглер, жонглер: тип на кожа 6, машко, тип на кожа 6
🤹🏻‍♀	женско, жонглер, жонглерка, жонглерка: тип на кожа 1–2, тип на кожа 1–2
🤹🏼‍♀	женско, жонглер, жонглерка, жонглерка: тип на кожа 3, тип на кожа 3
🤹🏽‍♀	женско, жонглер, жонглерка, жонглерка: тип на кожа 4, тип на кожа 4
🤹🏾‍♀	женско, жонглер, жонглерка, жонглерка: тип на кожа 5, тип на кожа 5
🤹🏿‍♀	женско, жонглер, жонглерка, жонглерка: тип на кожа 6, тип на кожа 6
👩‍❤‍💋‍👨	бакнеж, бакнеж: жена и маж, жена, маж, пар, романтика, срце, љубов
👨‍❤‍💋‍👨	бакнеж, бакнеж: маж и маж, маж, пар, романтика, срце, љубов
👩‍❤‍💋‍👩	бакнеж, бакнеж: жена и жена, жена, пар, романтика, срце, љубов
👩‍❤‍👨	жена, маж, пар, пар со срце, пар со срце: жена и маж, романтика, срце, љубов
👨‍❤‍👨	маж, пар, пар со срце, пар со срце: маж и маж, романтика, срце, љубов
👩‍❤‍👩	жена, пар, пар со срце, пар со срце: жена и жена, романтика, срце, љубов
👨‍👩‍👦	дете, жена, маж, мајка, момче, семејство, семејство: маж, жена и момче, татко, фамилија
👨‍👩‍👧	девојче, дете, жена, маж, мајка, семејство, семејство: маж, жена и девојче, татко, фамилија
👨‍👩‍👧‍👦	девојче, дете, жена, маж, мајка, момче, семејство, семејство: маж, жена, девојче и момче, татко, фамилија
👨‍👩‍👦‍👦	дете, жена, маж, мајка, момче, семејство, семејство: маж, жена, момче и момче, татко, фамилија
👨‍👩‍👧‍👧	девојче, дете, жена, маж, мајка, семејство, семејство: маж, жена, девојче и девојче, татко, фамилија
👨‍👨‍👦	дете, маж, мајка, момче, семејство, семејство: маж, маж и момче, татко, фамилија
👨‍👨‍👧	девојче, дете, маж, мајка, семејство, семејство: маж, маж и девојче, татко, фамилија
👨‍👨‍👧‍👦	девојче, дете, маж, мајка, момче, семејство, семејство: маж, маж, девојче и момче, татко, фамилија
👨‍👨‍👦‍👦	дете, маж, мајка, момче, семејство, семејство: маж, маж, момче и момче, татко, фамилија
👨‍👨‍👧‍👧	девојче, дете, маж, мајка, семејство, семејство: маж, маж, девојче и девојче, татко, фамилија
👩‍👩‍👦	дете, жена, мајка, момче, семејство, семејство: жена, жена и момче, татко, фамилија
👩‍👩‍👧	девојче, дете, жена, мајка, семејство, семејство: жена, жена и девојче, татко, фамилија
👩‍👩‍👧‍👦	девојче, дете, жена, мајка, момче, семејство, семејство: жена, жена, девојче и момче, татко, фамилија
👩‍👩‍👦‍👦	дете, жена, мајка, момче, семејство, семејство: жена, жена, момче и момче, татко, фамилија
👩‍👩‍👧‍👧	девојче, дете, жена, мајка, семејство, семејство: жена, жена, девојче и девојче, татко, фамилија
👨‍👦	дете, маж, мајка, момче, семејство, семејство: маж и момче, татко, фамилија
👨‍👦‍👦	дете, маж, мајка, момче, семејство, семејство: маж, момче и момче, татко, фамилија
👨‍👧	девојче, дете, маж, мајка, семејство, семејство: маж и девојче, татко, фамилија
👨‍👧‍👦	девојче, дете, маж, мајка, момче, семејство, семејство: маж, девојче и момче, татко, фамилија
👨‍👧‍👧	девојче, дете, маж, мајка, семејство, семејство: маж, девојче и девојче, татко, фамилија
👩‍👦	дете, жена, мајка, момче, семејство, семејство: жена и момче, татко, фамилија
👩‍👦‍👦	дете, жена, мајка, момче, семејство, семејство: жена, момче и момче, татко, фамилија
👩‍👧	девојче, дете, жена, мајка, семејство, семејство: жена и девојче, татко, фамилија
👩‍👧‍👦	девојче, дете, жена, мајка, момче, семејство, семејство: жена, девојче и момче, татко, фамилија
👩‍👧‍👧	девојче, дете, жена, мајка, семејство, семејство: жена, девојче и девојче, татко, фамилија
🤳🏻	камера, селфи, селфи: тип на кожа 1–2, телефон, тип на кожа 1–2
🤳🏼	камера, селфи, селфи: тип на кожа 3, телефон, тип на кожа 3
🤳🏽	камера, селфи, селфи: тип на кожа 4, телефон, тип на кожа 4
🤳🏾	камера, селфи, селфи: тип на кожа 5, телефон, тип на кожа 5
🤳🏿	камера, селфи, селфи: тип на кожа 6, телефон, тип на кожа 6
💪🏻	бицепс, мускул, покажува бицепс, покажува бицепс: тип на кожа 1–2, тело, тип на кожа 1–2, цртан
💪🏼	бицепс, мускул, покажува бицепс, покажува бицепс: тип на кожа 3, тело, тип на кожа 3, цртан
💪🏽	бицепс, мускул, покажува бицепс, покажува бицепс: тип на кожа 4, тело, тип на кожа 4, цртан
💪🏾	бицепс, мускул, покажува бицепс, покажува бицепс: тип на кожа 5, тело, тип на кожа 5, цртан
💪🏿	бицепс, мускул, покажува бицепс, покажува бицепс: тип на кожа 6, тело, тип на кожа 6, цртан
👈🏻	лево, покажува, показалец, показалец свртен налево, показалец свртен налево: тип на кожа 1–2, прст, тип на кожа 1–2
👈🏼	лево, покажува, показалец, показалец свртен налево, показалец свртен налево: тип на кожа 3, прст, тип на кожа 3
👈🏽	лево, покажува, показалец, показалец свртен налево, показалец свртен налево: тип на кожа 4, прст, тип на кожа 4
👈🏾	лево, покажува, показалец, показалец свртен налево, показалец свртен налево: тип на кожа 5, прст, тип на кожа 5
👈🏿	лево, покажува, показалец, показалец свртен налево, показалец свртен налево: тип на кожа 6, прст, тип на кожа 6
👉🏻	десно, покажува, показалец, показалец свртен надесно, показалец свртен надесно: тип на кожа 1–2, прст, тип на кожа 1–2
👉🏼	десно, покажува, показалец, показалец свртен надесно, показалец свртен надесно: тип на кожа 3, прст, тип на кожа 3
👉🏽	десно, покажува, показалец, показалец свртен надесно, показалец свртен надесно: тип на кожа 4, прст, тип на кожа 4
👉🏾	десно, покажува, показалец, показалец свртен надесно, показалец свртен надесно: тип на кожа 5, прст, тип на кожа 5
👉🏿	десно, покажува, показалец, показалец свртен надесно, показалец свртен надесно: тип на кожа 6, прст, тип на кожа 6
☝🏻	горе, покажува, показалец, показалец нагоре, показалец нагоре: тип на кожа 1–2, показалец свртен нагоре, прст, тип на кожа 1–2
☝🏼	горе, покажува, показалец, показалец нагоре, показалец нагоре: тип на кожа 3, показалец свртен нагоре, прст, тип на кожа 3
☝🏽	горе, покажува, показалец, показалец нагоре, показалец нагоре: тип на кожа 4, показалец свртен нагоре, прст, тип на кожа 4
☝🏾	горе, покажува, показалец, показалец нагоре, показалец нагоре: тип на кожа 5, показалец свртен нагоре, прст, тип на кожа 5
☝🏿	горе, покажува, показалец, показалец нагоре, показалец нагоре: тип на кожа 6, показалец свртен нагоре, прст, тип на кожа 6
👆🏻	горе, покажува, показалец, показалец свртен нагоре, показалец свртен нагоре: тип на кожа 1–2, прст, тип на кожа 1–2
👆🏼	горе, покажува, показалец, показалец свртен нагоре, показалец свртен нагоре: тип на кожа 3, прст, тип на кожа 3
👆🏽	горе, покажува, показалец, показалец свртен нагоре, показалец свртен нагоре: тип на кожа 4, прст, тип на кожа 4
👆🏾	горе, покажува, показалец, показалец свртен нагоре, показалец свртен нагоре: тип на кожа 5, прст, тип на кожа 5
👆🏿	горе, покажува, показалец, показалец свртен нагоре, показалец свртен нагоре: тип на кожа 6, прст, тип на кожа 6
🖕🏻	дланка, прст, рака, среден, среден прст: тип на кожа 1–2, тело, тип на кожа 1–2
🖕🏼	дланка, прст, рака, среден, среден прст: тип на кожа 3, тело, тип на кожа 3
🖕🏽	дланка, прст, рака, среден, среден прст: тип на кожа 4, тело, тип на кожа 4
🖕🏾	дланка, прст, рака, среден, среден прст: тип на кожа 5, тело, тип на кожа 5
🖕🏿	дланка, прст, рака, среден, среден прст: тип на кожа 6, тело, тип на кожа 6
👇🏻	долу, покажува, показалец, показалец свртен надолу, показалец свртен надолу: тип на кожа 1–2, прст, тип на кожа 1–2
👇🏼	долу, покажува, показалец, показалец свртен надолу, показалец свртен надолу: тип на кожа 3, прст, тип на кожа 3
👇🏽	долу, покажува, показалец, показалец свртен надолу, показалец свртен надолу: тип на кожа 4, прст, тип на кожа 4
👇🏾	долу, покажува, показалец, показалец свртен надолу, показалец свртен надолу: тип на кожа 5, прст, тип на кожа 5
👇🏿	долу, покажува, показалец, показалец свртен надолу, показалец свртен надолу: тип на кожа 6, прст, тип на кожа 6
✌🏻	дланка, победа, прст, рака, рака покажува победа, рака покажува победа: тип на кожа 1–2, тип на кожа 1–2
✌🏼	дланка, победа, прст, рака, рака покажува победа, рака покажува победа: тип на кожа 3, тип на кожа 3
✌🏽	дланка, победа, прст, рака, рака покажува победа, рака покажува победа: тип на кожа 4, тип на кожа 4
✌🏾	дланка, победа, прст, рака, рака покажува победа, рака покажува победа: тип на кожа 5, тип на кожа 5
✌🏿	дланка, победа, прст, рака, рака покажува победа, рака покажува победа: тип на кожа 6, тип на кожа 6
🤞🏻	палци, прсти, среќа, стискање палци, стискање палци: тип на кожа 1–2, тип на кожа 1–2
🤞🏼	палци, прсти, среќа, стискање палци, стискање палци: тип на кожа 3, тип на кожа 3
🤞🏽	палци, прсти, среќа, стискање палци, стискање палци: тип на кожа 4, тип на кожа 4
🤞🏾	палци, прсти, среќа, стискање палци, стискање палци: тип на кожа 5, тип на кожа 5
🤞🏿	палци, прсти, среќа, стискање палци, стискање палци: тип на кожа 6, тип на кожа 6
🖖🏻	вулканец, вулкански поздрав, вулкански поздрав: тип на кожа 1–2, дланка, поздрав, прст, тип на кожа 1–2
🖖🏼	вулканец, вулкански поздрав, вулкански поздрав: тип на кожа 3, дланка, поздрав, прст, тип на кожа 3
🖖🏽	вулканец, вулкански поздрав, вулкански поздрав: тип на кожа 4, дланка, поздрав, прст, тип на кожа 4
🖖🏾	вулканец, вулкански поздрав, вулкански поздрав: тип на кожа 5, дланка, поздрав, прст, тип на кожа 5
🖖🏿	вулканец, вулкански поздрав, вулкански поздрав: тип на кожа 6, дланка, поздрав, прст, тип на кожа 6
🤘🏻	прст, рака, рака што покажува рогови, рака што покажува рогови: тип на кожа 1–2, рогови, рок, тип на кожа 1–2
🤘🏼	прст, рака, рака што покажува рогови, рака што покажува рогови: тип на кожа 3, рогови, рок, тип на кожа 3
🤘🏽	прст, рака, рака што покажува рогови, рака што покажува рогови: тип на кожа 4, рогови, рок, тип на кожа 4
🤘🏾	прст, рака, рака што покажува рогови, рака што покажува рогови: тип на кожа 5, рогови, рок, тип на кожа 5
🤘🏿	прст, рака, рака што покажува рогови, рака што покажува рогови: тип на кожа 6, рогови, рок, тип на кожа 6
🤙🏻	дланка, повик, тип на кожа 1–2, јави ми се, јави ми се: тип на кожа 1–2
🤙🏼	дланка, повик, тип на кожа 3, јави ми се, јави ми се: тип на кожа 3
🤙🏽	дланка, повик, тип на кожа 4, јави ми се, јави ми се: тип на кожа 4
🤙🏾	дланка, повик, тип на кожа 5, јави ми се, јави ми се: тип на кожа 5
🤙🏿	дланка, повик, тип на кожа 6, јави ми се, јави ми се: тип на кожа 6
🖐🏻	дланка, крената рака со раширени прсти, крената рака со раширени прсти: тип на кожа 1–2, прст, рака, раширена, тип на кожа 1–2
🖐🏼	дланка, крената рака со раширени прсти, крената рака со раширени прсти: тип на кожа 3, прст, рака, раширена, тип на кожа 3
🖐🏽	дланка, крената рака со раширени прсти, крената рака со раширени прсти: тип на кожа 4, прст, рака, раширена, тип на кожа 4
🖐🏾	дланка, крената рака со раширени прсти, крената рака со раширени прсти: тип на кожа 5, прст, рака, раширена, тип на кожа 5
🖐🏿	дланка, крената рака со раширени прсти, крената рака со раширени прсти: тип на кожа 6, прст, рака, раширена, тип на кожа 6
✋🏻	дланка, крената рака, крената рака: тип на кожа 1–2, рака, тело, тип на кожа 1–2
✋🏼	дланка, крената рака, крената рака: тип на кожа 3, рака, тело, тип на кожа 3
✋🏽	дланка, крената рака, крената рака: тип на кожа 4, рака, тело, тип на кожа 4
✋🏾	дланка, крената рака, крената рака: тип на кожа 5, рака, тело, тип на кожа 5
✋🏿	дланка, крената рака, крената рака: тип на кожа 6, рака, тело, тип на кожа 6
👌🏻	дланка, добро, ок, рака, рака што се согласува, рака што се согласува: тип на кожа 1–2, тип на кожа 1–2
👌🏼	дланка, добро, ок, рака, рака што се согласува, рака што се согласува: тип на кожа 3, тип на кожа 3
👌🏽	дланка, добро, ок, рака, рака што се согласува, рака што се согласува: тип на кожа 4, тип на кожа 4
👌🏾	дланка, добро, ок, рака, рака што се согласува, рака што се согласува: тип на кожа 5, тип на кожа 5
👌🏿	дланка, добро, ок, рака, рака што се согласува, рака што се согласува: тип на кожа 6, тип на кожа 6
👍🏻	горе, палец, палец нагоре, палец нагоре: тип на кожа 1–2, рака, тело, тип на кожа 1–2
👍🏼	горе, палец, палец нагоре, палец нагоре: тип на кожа 3, рака, тело, тип на кожа 3
👍🏽	горе, палец, палец нагоре, палец нагоре: тип на кожа 4, рака, тело, тип на кожа 4
👍🏾	горе, палец, палец нагоре, палец нагоре: тип на кожа 5, рака, тело, тип на кожа 5
👍🏿	горе, палец, палец нагоре, палец нагоре: тип на кожа 6, рака, тело, тип на кожа 6
👎🏻	долу, палец, палец надолу, палец надолу: тип на кожа 1–2, рака, тело, тип на кожа 1–2
👎🏼	долу, палец, палец надолу, палец надолу: тип на кожа 3, рака, тело, тип на кожа 3
👎🏽	долу, палец, палец надолу, палец надолу: тип на кожа 4, рака, тело, тип на кожа 4
👎🏾	долу, палец, палец надолу, палец надолу: тип на кожа 5, рака, тело, тип на кожа 5
👎🏿	долу, палец, палец надолу, палец надолу: тип на кожа 6, рака, тело, тип на кожа 6
✊🏻	бокс, крената тупаница, крената тупаница: тип на кожа 1–2, рака, стегната, тип на кожа 1–2, тупаница
✊🏼	бокс, крената тупаница, крената тупаница: тип на кожа 3, рака, стегната, тип на кожа 3, тупаница
✊🏽	бокс, крената тупаница, крената тупаница: тип на кожа 4, рака, стегната, тип на кожа 4, тупаница
✊🏾	бокс, крената тупаница, крената тупаница: тип на кожа 5, рака, стегната, тип на кожа 5, тупаница
✊🏿	бокс, крената тупаница, крената тупаница: тип на кожа 6, рака, стегната, тип на кожа 6, тупаница
👊🏻	бокс, рака, стегната, тип на кожа 1–2, тупаница, тупаница што се приближува, тупаница што се приближува: тип на кожа 1–2
👊🏼	бокс, рака, стегната, тип на кожа 3, тупаница, тупаница што се приближува, тупаница што се приближува: тип на кожа 3
👊🏽	бокс, рака, стегната, тип на кожа 4, тупаница, тупаница што се приближува, тупаница што се приближува: тип на кожа 4
👊🏾	бокс, рака, стегната, тип на кожа 5, тупаница, тупаница што се приближува, тупаница што се приближува: тип на кожа 5
👊🏿	бокс, рака, стегната, тип на кожа 6, тупаница, тупаница што се приближува, тупаница што се приближува: тип на кожа 6
🤛🏻	лева тупаница, лева тупаница: тип на кожа 1–2, налево, тип на кожа 1–2, тупаница
🤛🏼	лева тупаница, лева тупаница: тип на кожа 3, налево, тип на кожа 3, тупаница
🤛🏽	лева тупаница, лева тупаница: тип на кожа 4, налево, тип на кожа 4, тупаница
🤛🏾	лева тупаница, лева тупаница: тип на кожа 5, налево, тип на кожа 5, тупаница
🤛🏿	лева тупаница, лева тупаница: тип на кожа 6, налево, тип на кожа 6, тупаница
🤜🏻	десна тупаница, десна тупаница: тип на кожа 1–2, надесно, тип на кожа 1–2, тупаница
🤜🏼	десна тупаница, десна тупаница: тип на кожа 3, надесно, тип на кожа 3, тупаница
🤜🏽	десна тупаница, десна тупаница: тип на кожа 4, надесно, тип на кожа 4, тупаница
🤜🏾	десна тупаница, десна тупаница: тип на кожа 5, надесно, тип на кожа 5, тупаница
🤜🏿	десна тупаница, десна тупаница: тип на кожа 6, надесно, тип на кожа 6, тупаница
🤚🏻	горе, дланка, подигната, подигната дланка: тип на кожа 1–2, тип на кожа 1–2
🤚🏼	горе, дланка, подигната, подигната дланка: тип на кожа 3, тип на кожа 3
🤚🏽	горе, дланка, подигната, подигната дланка: тип на кожа 4, тип на кожа 4
🤚🏾	горе, дланка, подигната, подигната дланка: тип на кожа 5, тип на кожа 5
🤚🏿	горе, дланка, подигната, подигната дланка: тип на кожа 6, тип на кожа 6
👋🏻	мавтање, мавтање со рака, мавтање со рака: тип на кожа 1–2, поздрав, рака, тело, тип на кожа 1–2
👋🏼	мавтање, мавтање со рака, мавтање со рака: тип на кожа 3, поздрав, рака, тело, тип на кожа 3
👋🏽	мавтање, мавтање со рака, мавтање со рака: тип на кожа 4, поздрав, рака, тело, тип на кожа 4
👋🏾	мавтање, мавтање со рака, мавтање со рака: тип на кожа 5, поздрав, рака, тело, тип на кожа 5
👋🏿	мавтање, мавтање со рака, мавтање со рака: тип на кожа 6, поздрав, рака, тело, тип на кожа 6
🤟🏻	знак „те сакам“, знак „те сакам“: тип на кожа 1–2, рака, те сакам, тип на кожа 1–2
🤟🏼	знак „те сакам“, знак „те сакам“: тип на кожа 3, рака, те сакам, тип на кожа 3
🤟🏽	знак „те сакам“, знак „те сакам“: тип на кожа 4, рака, те сакам, тип на кожа 4
🤟🏾	знак „те сакам“, знак „те сакам“: тип на кожа 5, рака, те сакам, тип на кожа 5
🤟🏿	знак „те сакам“, знак „те сакам“: тип на кожа 6, рака, те сакам, тип на кожа 6
✍🏻	пишува, рака, рака што пишува, рака што пишува: тип на кожа 1–2, тело, тип на кожа 1–2
✍🏼	пишува, рака, рака што пишува, рака што пишува: тип на кожа 3, тело, тип на кожа 3
✍🏽	пишува, рака, рака што пишува, рака што пишува: тип на кожа 4, тело, тип на кожа 4
✍🏾	пишува, рака, рака што пишува, рака што пишува: тип на кожа 5, тело, тип на кожа 5
✍🏿	пишува, рака, рака што пишува, рака што пишува: тип на кожа 6, тело, тип на кожа 6
👏🏻	аплауз, аплауз: тип на кожа 1–2, рака, тело, тип на кожа 1–2
👏🏼	аплауз, аплауз: тип на кожа 3, рака, тело, тип на кожа 3
👏🏽	аплауз, аплауз: тип на кожа 4, рака, тело, тип на кожа 4
👏🏾	аплауз, аплауз: тип на кожа 5, рака, тело, тип на кожа 5
👏🏿	аплауз, аплауз: тип на кожа 6, рака, тело, тип на кожа 6
👐🏻	дланка, отворени дланки, отворени дланки: тип на кожа 1–2, отворено, рака, тело, тип на кожа 1–2
👐🏼	дланка, отворени дланки, отворени дланки: тип на кожа 3, отворено, рака, тело, тип на кожа 3
👐🏽	дланка, отворени дланки, отворени дланки: тип на кожа 4, отворено, рака, тело, тип на кожа 4
👐🏾	дланка, отворени дланки, отворени дланки: тип на кожа 5, отворено, рака, тело, тип на кожа 5
👐🏿	дланка, отворени дланки, отворени дланки: тип на кожа 6, отворено, рака, тело, тип на кожа 6
🙌🏻	гест, кренати дланки, кренати дланки: тип на кожа 1–2, подигнати, прослава, тип на кожа 1–2, ура
🙌🏼	гест, кренати дланки, кренати дланки: тип на кожа 3, подигнати, прослава, тип на кожа 3, ура
🙌🏽	гест, кренати дланки, кренати дланки: тип на кожа 4, подигнати, прослава, тип на кожа 4, ура
🙌🏾	гест, кренати дланки, кренати дланки: тип на кожа 5, подигнати, прослава, тип на кожа 5, ура
🙌🏿	гест, кренати дланки, кренати дланки: тип на кожа 6, подигнати, прослава, тип на кожа 6, ура
🤲🏻	дланки една до друга, дланки една до друга: тип на кожа 1–2, молитва, тип на кожа 1–2
🤲🏼	дланки една до друга, дланки една до друга: тип на кожа 3, молитва, тип на кожа 3
🤲🏽	дланки една до друга, дланки една до друга: тип на кожа 4, молитва, тип на кожа 4
🤲🏾	дланки една до друга, дланки една до друга: тип на кожа 5, молитва, тип на кожа 5
🤲🏿	дланки една до друга, дланки една до друга: тип на кожа 6, молитва, тип на кожа 6
🙏🏻	благодарност, гест, молба, молитва, споени дланки, споени дланки: тип на кожа 1–2, тип на кожа 1–2
🙏🏼	благодарност, гест, молба, молитва, споени дланки, споени дланки: тип на кожа 3, тип на кожа 3
🙏🏽	благодарност, гест, молба, молитва, споени дланки, споени дланки: тип на кожа 4, тип на кожа 4
🙏🏾	благодарност, гест, молба, молитва, споени дланки, споени дланки: тип на кожа 5, тип на кожа 5
🙏🏿	благодарност, гест, молба, молитва, споени дланки, споени дланки: тип на кожа 6, тип на кожа 6
💅🏻	козметика, лак за нокти, лак за нокти: тип на кожа 1–2, маникир, нега, нокти, тип на кожа 1–2
💅🏼	козметика, лак за нокти, лак за нокти: тип на кожа 3, маникир, нега, нокти, тип на кожа 3
💅🏽	козметика, лак за нокти, лак за нокти: тип на кожа 4, маникир, нега, нокти, тип на кожа 4
💅🏾	козметика, лак за нокти, лак за нокти: тип на кожа 5, маникир, нега, нокти, тип на кожа 5
💅🏿	козметика, лак за нокти, лак за нокти: тип на кожа 6, маникир, нега, нокти, тип на кожа 6
👂🏻	тело, тип на кожа 1–2, уво, уво: тип на кожа 1–2
👂🏼	тело, тип на кожа 3, уво, уво: тип на кожа 3
👂🏽	тело, тип на кожа 4, уво, уво: тип на кожа 4
👂🏾	тело, тип на кожа 5, уво, уво: тип на кожа 5
👂🏿	тело, тип на кожа 6, уво, уво: тип на кожа 6
👃🏻	нос, нос: тип на кожа 1–2, тело, тип на кожа 1–2
👃🏼	нос, нос: тип на кожа 3, тело, тип на кожа 3
👃🏽	нос, нос: тип на кожа 4, тело, тип на кожа 4
👃🏾	нос, нос: тип на кожа 5, тело, тип на кожа 5
👃🏿	нос, нос: тип на кожа 6, тело, тип на кожа 6
#⃣	копче, копче: #
*⃣	копче, копче: *
🔟	копче, копче: 10
🇦🇨	знаме, знаме: Остров Асенсион
🇦🇩	знаме, знаме: Андора
🇦🇪	знаме, знаме: Обединети Арапски Емирати
🇦🇫	знаме, знаме: Авганистан
🇦🇬	знаме, знаме: Антига и Барбуда
🇦🇮	знаме, знаме: Ангвила
🇦🇱	знаме, знаме: Албанија
🇦🇲	знаме, знаме: Ерменија
🇦🇴	знаме, знаме: Ангола
🇦🇶	знаме, знаме: Антарктик
🇦🇷	знаме, знаме: Аргентина
🇦🇸	знаме, знаме: Американска Самоа
🇦🇹	знаме, знаме: Австрија
🇦🇺	знаме, знаме: Австралија
🇦🇼	знаме, знаме: Аруба
🇦🇽	знаме, знаме: Оландски Острови
🇦🇿	знаме, знаме: Азербејџан
🇧🇦	знаме, знаме: Босна и Херцеговина
🇧🇧	знаме, знаме: Барбадос
🇧🇩	знаме, знаме: Бангладеш
🇧🇪	знаме, знаме: Белгија
🇧🇫	знаме, знаме: Буркина Фасо
🇧🇬	знаме, знаме: Бугарија
🇧🇭	знаме, знаме: Бахреин
🇧🇮	знаме, знаме: Бурунди
🇧🇯	знаме, знаме: Бенин
🇧🇱	знаме, знаме: Свети Вартоломеј
🇧🇲	знаме, знаме: Бермуди
🇧🇳	знаме, знаме: Брунеј
🇧🇴	знаме, знаме: Боливија
🇧🇶	знаме, знаме: Карипска Холандија
