😀	jidħaq ħafna, wiċċ, wiċċ jidħak ħafna
👨‍🚀	astronawt, astronawt maskil, raġel, rokit
👨🏻‍🚀	astronawt, astronawt maskil, astronawt maskil: ton ċar tal-ġilda, raġel, rokit, ton ċar tal-ġilda
👨🏼‍🚀	astronawt, astronawt maskil, astronawt maskil: ton medju-ċar tal-ġilda, raġel, rokit, ton medju-ċar tal-ġilda
👨🏽‍🚀	astronawt, astronawt maskil, astronawt maskil: ton medju tal-ġilda, raġel, rokit, ton medju tal-ġilda
👨🏾‍🚀	astronawt, astronawt maskil, astronawt maskil: ton medju-skur tal-ġilda, raġel, rokit, ton medju-skur tal-ġilda
👨🏿‍🚀	astronawt, astronawt maskil, astronawt maskil: ton skur tal-ġilda, raġel, rokit, ton skur tal-ġilda
👩‍🚀	astronawt, astronawta mara, mara, rokit
👩🏻‍🚀	astronawt, astronawta mara, astronawta mara: ton ċar tal-ġilda, mara, rokit, ton ċar tal-ġilda
👩🏼‍🚀	astronawt, astronawta mara, astronawta mara: ton medju-ċar tal-ġilda, mara, rokit, ton medju-ċar tal-ġilda
👩🏽‍🚀	astronawt, astronawta mara, astronawta mara: ton medju tal-ġilda, mara, rokit, ton medju tal-ġilda
👩🏾‍🚀	astronawt, astronawta mara, astronawta mara: ton medju-skur tal-ġilda, mara, rokit, ton medju-skur tal-ġilda
👩🏿‍🚀	astronawt, astronawta mara, astronawta mara: ton skur tal-ġilda, mara, rokit, ton skur tal-ġilda
👨‍🚒	raġel, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar maskil
👨🏻‍🚒	raġel, ton ċar tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar maskil, ħaddiem tat-tifi tan-nar maskil: ton ċar tal-ġilda
👨🏼‍🚒	raġel, ton medju-ċar tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar maskil, ħaddiem tat-tifi tan-nar maskil: ton medju-ċar tal-ġilda
👨🏽‍🚒	raġel, ton medju tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar maskil, ħaddiem tat-tifi tan-nar maskil: ton medju tal-ġilda
👨🏾‍🚒	raġel, ton medju-skur tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar maskil, ħaddiem tat-tifi tan-nar maskil: ton medju-skur tal-ġilda
👨🏿‍🚒	raġel, ton skur tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar maskil, ħaddiem tat-tifi tan-nar maskil: ton skur tal-ġilda
👩‍🚒	mara, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar femminil
👩🏻‍🚒	mara, ton ċar tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar femminil, ħaddiem tat-tifi tan-nar femminil: ton ċar tal-ġilda
👩🏼‍🚒	mara, ton medju-ċar tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar femminil, ħaddiem tat-tifi tan-nar femminil: ton medju-ċar tal-ġilda
👩🏽‍🚒	mara, ton medju tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar femminil, ħaddiem tat-tifi tan-nar femminil: ton medju tal-ġilda
👩🏾‍🚒	mara, ton medju-skur tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar femminil, ħaddiem tat-tifi tan-nar femminil: ton medju-skur tal-ġilda
👩🏿‍🚒	mara, ton skur tal-ġilda, vettura tat-tifi tan-nar, ħaddiem tat-tifi tan-nar, ħaddiem tat-tifi tan-nar femminil, ħaddiem tat-tifi tan-nar femminil: ton skur tal-ġilda
👮	pulizija, tal-pulizija, uffiċjal, uffiċjal tal-pulizija
👮🏻	pulizija, tal-pulizija, ton ċar tal-ġilda, uffiċjal, uffiċjal tal-pulizija: ton ċar tal-ġilda
👮🏼	pulizija, tal-pulizija, ton medju-ċar tal-ġilda, uffiċjal, uffiċjal tal-pulizija: ton medju-ċar tal-ġilda
👮🏽	pulizija, tal-pulizija, ton medju tal-ġilda, uffiċjal, uffiċjal tal-pulizija: ton medju tal-ġilda
👮🏾	pulizija, tal-pulizija, ton medju-skur tal-ġilda, uffiċjal, uffiċjal tal-pulizija: ton medju-skur tal-ġilda
👮🏿	pulizija, tal-pulizija, ton skur tal-ġilda, uffiċjal, uffiċjal tal-pulizija: ton skur tal-ġilda
👮‍♂	pulizija, raġel, tal-pulizija, uffiċjal, uffiċjal tal-pulizija raġel
👮🏻‍♂	pulizija, raġel, tal-pulizija, ton ċar tal-ġilda, uffiċjal, uffiċjal tal-pulizija raġel: ton ċar tal-ġilda
👮🏼‍♂	pulizija, raġel, tal-pulizija, ton medju-ċar tal-ġilda, uffiċjal, uffiċjal tal-pulizija raġel: ton medju-ċar tal-ġilda
👮🏽‍♂	pulizija, raġel, tal-pulizija, ton medju tal-ġilda, uffiċjal, uffiċjal tal-pulizija raġel: ton medju tal-ġilda
👮🏾‍♂	pulizija, raġel, tal-pulizija, ton medju-skur tal-ġilda, uffiċjal, uffiċjal tal-pulizija raġel: ton medju-skur tal-ġilda
👮🏿‍♂	pulizija, raġel, tal-pulizija, ton skur tal-ġilda, uffiċjal, uffiċjal tal-pulizija raġel: ton skur tal-ġilda
👮‍♀	mara, pulizija, tal-pulizija, uffiċjal, uffiċjal tal-pulizija mara
👮🏻‍♀	mara, pulizija, tal-pulizija, ton ċar tal-ġilda, uffiċjal, uffiċjal tal-pulizija mara: ton ċar tal-ġilda
👮🏼‍♀	mara, pulizija, tal-pulizija, ton medju-ċar tal-ġilda, uffiċjal, uffiċjal tal-pulizija mara: ton medju-ċar tal-ġilda
👮🏽‍♀	mara, pulizija, tal-pulizija, ton medju tal-ġilda, uffiċjal, uffiċjal tal-pulizija mara: ton medju tal-ġilda
👮🏾‍♀	mara, pulizija, tal-pulizija, ton medju-skur tal-ġilda, uffiċjal, uffiċjal tal-pulizija mara: ton medju-skur tal-ġilda
👮🏿‍♀	mara, pulizija, tal-pulizija, ton skur tal-ġilda, uffiċjal, uffiċjal tal-pulizija mara: ton skur tal-ġilda
🕵️	ditektiv, spija
🕵🏻	ditektiv, ditektiv: ton ċar tal-ġilda, spija, ton ċar tal-ġilda
🕵🏼	ditektiv, ditektiv: ton medju-ċar tal-ġilda, spija, ton medju-ċar tal-ġilda
🕵🏽	ditektiv, ditektiv: ton medju tal-ġilda, spija, ton medju tal-ġilda
🕵🏾	ditektiv, ditektiv: ton medju-skur tal-ġilda, spija, ton medju-skur tal-ġilda
🕵🏿	ditektiv, ditektiv: ton skur tal-ġilda, spija, ton skur tal-ġilda
🕵‍♂	ditektiv, ditektiv raġel, raġel, spija
🕵🏻‍♂	ditektiv, ditektiv raġel: ton ċar tal-ġilda, raġel, spija, ton ċar tal-ġilda
🕵🏼‍♂	ditektiv, ditektiv raġel: ton medju-ċar tal-ġilda, raġel, spija, ton medju-ċar tal-ġilda
🕵🏽‍♂	ditektiv, ditektiv raġel: ton medju tal-ġilda, raġel, spija, ton medju tal-ġilda
🕵🏾‍♂	ditektiv, ditektiv raġel: ton medju-skur tal-ġilda, raġel, spija, ton medju-skur tal-ġilda
🕵🏿‍♂	ditektiv, ditektiv raġel: ton skur tal-ġilda, raġel, spija, ton skur tal-ġilda
🕵‍♀	ditektiv, ditektiv mara, mara, spija
🕵🏻‍♀	ditektiv, ditektiv mara: ton ċar tal-ġilda, mara, spija, ton ċar tal-ġilda
🕵🏼‍♀	ditektiv, ditektiv mara: ton medju-ċar tal-ġilda, mara, spija, ton medju-ċar tal-ġilda
🕵🏽‍♀	ditektiv, ditektiv mara: ton medju tal-ġilda, mara, spija, ton medju tal-ġilda
🕵🏾‍♀	ditektiv, ditektiv mara: ton medju-skur tal-ġilda, mara, spija, ton medju-skur tal-ġilda
🕵🏿‍♀	ditektiv, ditektiv mara: ton skur tal-ġilda, mara, spija, ton skur tal-ġilda
💂	gwardjan
💂🏻	gwardjan, gwardjan: ton ċar tal-ġilda, ton ċar tal-ġilda
💂🏼	gwardjan, gwardjan: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
💂🏽	gwardjan, gwardjan: ton medju tal-ġilda, ton medju tal-ġilda
💂🏾	gwardjan, gwardjan: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
💂🏿	gwardjan, gwardjan: ton skur tal-ġilda, ton skur tal-ġilda
💂‍♂	gwardjan, gwardjan raġel, raġel
💂🏻‍♂	gwardjan, gwardjan raġel: ton ċar tal-ġilda, raġel, ton ċar tal-ġilda
💂🏼‍♂	gwardjan, gwardjan raġel: ton medju-ċar tal-ġilda, raġel, ton medju-ċar tal-ġilda
💂🏽‍♂	gwardjan, gwardjan raġel: ton medju tal-ġilda, raġel, ton medju tal-ġilda
💂🏾‍♂	gwardjan, gwardjan raġel: ton medju-skur tal-ġilda, raġel, ton medju-skur tal-ġilda
💂🏿‍♂	gwardjan, gwardjan raġel: ton skur tal-ġilda, raġel, ton skur tal-ġilda
💂‍♀	gwardjan, gwardjan mara, mara
💂🏻‍♀	gwardjan, gwardjan mara: ton ċar tal-ġilda, mara, ton ċar tal-ġilda
💂🏼‍♀	gwardjan, gwardjan mara: ton medju-ċar tal-ġilda, mara, ton medju-ċar tal-ġilda
💂🏽‍♀	gwardjan, gwardjan mara: ton medju tal-ġilda, mara, ton medju tal-ġilda
💂🏾‍♀	gwardjan, gwardjan mara: ton medju-skur tal-ġilda, mara, ton medju-skur tal-ġilda
💂🏿‍♀	gwardjan, gwardjan mara: ton skur tal-ġilda, mara, ton skur tal-ġilda
👷	kappell, kostruzzjoni, ħaddiem, ħaddiem tal-kostruzzjoni
👷🏻	kappell, kostruzzjoni, ton ċar tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni, ħaddiem tal-kostruzzjoni: ton ċar tal-ġilda
👷🏼	kappell, kostruzzjoni, ton medju-ċar tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni, ħaddiem tal-kostruzzjoni: ton medju-ċar tal-ġilda
👷🏽	kappell, kostruzzjoni, ton medju tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni, ħaddiem tal-kostruzzjoni: ton medju tal-ġilda
👷🏾	kappell, kostruzzjoni, ton medju-skur tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni, ħaddiem tal-kostruzzjoni: ton medju-skur tal-ġilda
👷🏿	kappell, kostruzzjoni, ton skur tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni, ħaddiem tal-kostruzzjoni: ton skur tal-ġilda
👷‍♂	kostruzzjoni, raġel, ħaddiem, ħaddiem tal-kostruzzjoni maskili
👷🏻‍♂	kostruzzjoni, raġel, ton ċar tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni maskili, ħaddiem tal-kostruzzjoni maskili: ton ċar tal-ġilda
👷🏼‍♂	kostruzzjoni, raġel, ton medju-ċar tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni maskili, ħaddiem tal-kostruzzjoni maskili: ton medju-ċar tal-ġilda
👷🏽‍♂	kostruzzjoni, raġel, ton medju tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni maskili, ħaddiem tal-kostruzzjoni maskili: ton medju tal-ġilda
👷🏾‍♂	kostruzzjoni, raġel, ton medju-skur tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni maskili, ħaddiem tal-kostruzzjoni maskili: ton medju-skur tal-ġilda
👷🏿‍♂	kostruzzjoni, raġel, ton skur tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni maskili, ħaddiem tal-kostruzzjoni maskili: ton skur tal-ġilda
👷‍♀	kostruzzjoni, mara, ħaddiem, ħaddiem tal-kostruzzjoni femminili
👷🏻‍♀	kostruzzjoni, mara, ton ċar tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni femminili, ħaddiem tal-kostruzzjoni femminili: ton ċar tal-ġilda
👷🏼‍♀	kostruzzjoni, mara, ton medju-ċar tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni femminili, ħaddiem tal-kostruzzjoni femminili: ton medju-ċar tal-ġilda
👷🏽‍♀	kostruzzjoni, mara, ton medju tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni femminili, ħaddiem tal-kostruzzjoni femminili: ton medju tal-ġilda
👷🏾‍♀	kostruzzjoni, mara, ton medju-skur tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni femminili, ħaddiem tal-kostruzzjoni femminili: ton medju-skur tal-ġilda
👷🏿‍♀	kostruzzjoni, mara, ton skur tal-ġilda, ħaddiem, ħaddiem tal-kostruzzjoni femminili, ħaddiem tal-kostruzzjoni femminili: ton skur tal-ġilda
🤴	prinċep
🤴🏻	prinċep, prinċep: ton ċar tal-ġilda, ton ċar tal-ġilda
🤴🏼	prinċep, prinċep: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
🤴🏽	prinċep, prinċep: ton medju tal-ġilda, ton medju tal-ġilda
🤴🏾	prinċep, prinċep: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
🤴🏿	prinċep, prinċep: ton skur tal-ġilda, ton skur tal-ġilda
👸	fantasija, prinċipessa, ħrafa
👸🏻	fantasija, prinċipessa, prinċipessa: ton ċar tal-ġilda, ton ċar tal-ġilda, ħrafa
👸🏼	fantasija, prinċipessa, prinċipessa: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, ħrafa
👸🏽	fantasija, prinċipessa, prinċipessa: ton medju tal-ġilda, ton medju tal-ġilda, ħrafa
👸🏾	fantasija, prinċipessa, prinċipessa: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, ħrafa
👸🏿	fantasija, prinċipessa, prinċipessa: ton skur tal-ġilda, ton skur tal-ġilda, ħrafa
👳	persuna liebsa turban, turban
👳🏻	persuna liebsa turban, persuna liebsa turban: ton ċar tal-ġilda, ton ċar tal-ġilda, turban
👳🏼	persuna liebsa turban, persuna liebsa turban: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, turban
👳🏽	persuna liebsa turban, persuna liebsa turban: ton medju tal-ġilda, ton medju tal-ġilda, turban
👳🏾	persuna liebsa turban, persuna liebsa turban: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, turban
👳🏿	persuna liebsa turban, persuna liebsa turban: ton skur tal-ġilda, ton skur tal-ġilda, turban
👳‍♂	raġel, raġel liebes turban, turban
👳🏻‍♂	raġel, raġel liebes turban, raġel liebes turban: ton ċar tal-ġilda, ton ċar tal-ġilda, turban
👳🏼‍♂	raġel, raġel liebes turban, raġel liebes turban: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, turban
👳🏽‍♂	raġel, raġel liebes turban, raġel liebes turban: ton medju tal-ġilda, ton medju tal-ġilda, turban
👳🏾‍♂	raġel, raġel liebes turban, raġel liebes turban: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, turban
👳🏿‍♂	raġel, raġel liebes turban, raġel liebes turban: ton skur tal-ġilda, ton skur tal-ġilda, turban
👳‍♀	mara, mara liebsa turban, turban
👳🏻‍♀	mara, mara liebsa turban, mara liebsa turban: ton ċar tal-ġilda, ton ċar tal-ġilda, turban
👳🏼‍♀	mara, mara liebsa turban, mara liebsa turban: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, turban
👳🏽‍♀	mara, mara liebsa turban, mara liebsa turban: ton medju tal-ġilda, ton medju tal-ġilda, turban
👳🏾‍♀	mara, mara liebsa turban, mara liebsa turban: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, turban
👳🏿‍♀	mara, mara liebsa turban, mara liebsa turban: ton skur tal-ġilda, ton skur tal-ġilda, turban
👲	gua pi mao, kappell, raġel, raġel b’kappell Ċiniż
👲🏻	gua pi mao, kappell, raġel, raġel b’kappell Ċiniż, raġel b’kappell Ċiniż: ton ċar tal-ġilda, ton ċar tal-ġilda
👲🏼	gua pi mao, kappell, raġel, raġel b’kappell Ċiniż, raġel b’kappell Ċiniż: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
👲🏽	gua pi mao, kappell, raġel, raġel b’kappell Ċiniż, raġel b’kappell Ċiniż: ton medju tal-ġilda, ton medju tal-ġilda
👲🏾	gua pi mao, kappell, raġel, raġel b’kappell Ċiniż, raġel b’kappell Ċiniż: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
👲🏿	gua pi mao, kappell, raġel, raġel b’kappell Ċiniż, raġel b’kappell Ċiniż: ton skur tal-ġilda, ton skur tal-ġilda
🧕	hijab, mantilla, mara b’velu, tichel, velu
🧕🏻	hijab, mantilla, mara b’velu, mara b’velu: ton ċar tal-ġilda, tichel, ton ċar tal-ġilda, velu
🧕🏼	hijab, mantilla, mara b’velu, mara b’velu: ton medju-ċar tal-ġilda, tichel, ton medju-ċar tal-ġilda, velu
🧕🏽	hijab, mantilla, mara b’velu, mara b’velu: ton medju tal-ġilda, tichel, ton medju tal-ġilda, velu
🧕🏾	hijab, mantilla, mara b’velu, mara b’velu: ton medju-skur tal-ġilda, tichel, ton medju-skur tal-ġilda, velu
🧕🏿	hijab, mantilla, mara b’velu, mara b’velu: ton skur tal-ġilda, tichel, ton skur tal-ġilda, velu
🤵	għarus, raġel, raġel b’tuxedo, tuxedo
🤵🏻	għarus, raġel, raġel b’tuxedo, raġel b’tuxedo: ton ċar tal-ġilda, ton ċar tal-ġilda, tuxedo
🤵🏼	għarus, raġel, raġel b’tuxedo, raġel b’tuxedo: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, tuxedo
🤵🏽	għarus, raġel, raġel b’tuxedo, raġel b’tuxedo: ton medju tal-ġilda, ton medju tal-ġilda, tuxedo
🤵🏾	għarus, raġel, raġel b’tuxedo, raġel b’tuxedo: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, tuxedo
🤵🏿	għarus, raġel, raġel b’tuxedo, raġel b’tuxedo: ton skur tal-ġilda, ton skur tal-ġilda, tuxedo
👰	għarusa, għarusa b’velu, velu, żwieġ
👰🏻	għarusa, għarusa b’velu, għarusa b’velu: ton ċar tal-ġilda, ton ċar tal-ġilda, velu, żwieġ
👰🏼	għarusa, għarusa b’velu, għarusa b’velu: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, velu, żwieġ
👰🏽	għarusa, għarusa b’velu, għarusa b’velu: ton medju tal-ġilda, ton medju tal-ġilda, velu, żwieġ
👰🏾	għarusa, għarusa b’velu, għarusa b’velu: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, velu, żwieġ
👰🏿	għarusa, għarusa b’velu, għarusa b’velu: ton skur tal-ġilda, ton skur tal-ġilda, velu, żwieġ
🤰	mara, mara tqila, tqila
🤰🏻	mara, mara tqila: ton ċar tal-ġilda, ton ċar tal-ġilda, tqila
🤰🏼	mara, mara tqila: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda, tqila
🤰🏽	mara, mara tqila: ton medju tal-ġilda, ton medju tal-ġilda, tqila
🤰🏾	mara, mara tqila: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda, tqila
🤰🏿	mara, mara tqila: ton skur tal-ġilda, ton skur tal-ġilda, tqila
🤱	irdigħ, sider, tarbija, treddigħ
🤱🏻	irdigħ, irdigħ: ton ċar tal-ġilda, sider, tarbija, ton ċar tal-ġilda, treddigħ
🤱🏼	irdigħ, irdigħ: ton medju-ċar tal-ġilda, sider, tarbija, ton medju-ċar tal-ġilda, treddigħ
🤱🏽	irdigħ, irdigħ: ton medju tal-ġilda, sider, tarbija, ton medju tal-ġilda, treddigħ
🤱🏾	irdigħ, irdigħ: ton medju-skur tal-ġilda, sider, tarbija, ton medju-skur tal-ġilda, treddigħ
🤱🏿	irdigħ, irdigħ: ton skur tal-ġilda, sider, tarbija, ton skur tal-ġilda, treddigħ
👼	anġlu, anġlu tarbija, fantasija, tarbija, wiċċ, ħrafa
👼🏻	anġlu, anġlu tarbija: ton ċar tal-ġilda, fantasija, tarbija, ton ċar tal-ġilda, wiċċ, ħrafa
👼🏼	anġlu, anġlu tarbija: ton medju-ċar tal-ġilda, fantasija, tarbija, ton medju-ċar tal-ġilda, wiċċ, ħrafa
👼🏽	anġlu, anġlu tarbija: ton medju tal-ġilda, fantasija, tarbija, ton medju tal-ġilda, wiċċ, ħrafa
👼🏾	anġlu, anġlu tarbija: ton medju-skur tal-ġilda, fantasija, tarbija, ton medju-skur tal-ġilda, wiċċ, ħrafa
👼🏿	anġlu, anġlu tarbija: ton skur tal-ġilda, fantasija, tarbija, ton skur tal-ġilda, wiċċ, ħrafa
🎅	Milied, Santa Klaws, klaws, missier, santa, ċelebarazzjoni
🎅🏻	Milied, Santa Klaws, Santa Klaws: ton ċar tal-ġilda, klaws, missier, santa, ton ċar tal-ġilda, ċelebarazzjoni
🎅🏼	Milied, Santa Klaws, Santa Klaws: ton medju-ċar tal-ġilda, klaws, missier, santa, ton medju-ċar tal-ġilda, ċelebarazzjoni
🎅🏽	Milied, Santa Klaws, Santa Klaws: ton medju tal-ġilda, klaws, missier, santa, ton medju tal-ġilda, ċelebarazzjoni
🎅🏾	Milied, Santa Klaws, Santa Klaws: ton medju-skur tal-ġilda, klaws, missier, santa, ton medju-skur tal-ġilda, ċelebarazzjoni
🎅🏿	Milied, Santa Klaws, Santa Klaws: ton skur tal-ġilda, klaws, missier, santa, ton skur tal-ġilda, ċelebarazzjoni
🤶	Is-Sinjura, Is-Sinjura Klaws, Klaws, il-Milied, omm, ċelebarazzjoni
🤶🏻	Is-Sinjura, Is-Sinjura Klaws: ton ċar tal-ġilda, Klaws, il-Milied, omm, ton ċar tal-ġilda, ċelebarazzjoni
🤶🏼	Is-Sinjura, Is-Sinjura Klaws: ton medju-ċar tal-ġilda, Klaws, il-Milied, omm, ton medju-ċar tal-ġilda, ċelebarazzjoni
🤶🏽	Is-Sinjura, Is-Sinjura Klaws: ton medju tal-ġilda, Klaws, il-Milied, omm, ton medju tal-ġilda, ċelebarazzjoni
🤶🏾	Is-Sinjura, Is-Sinjura Klaws: ton medju-skur tal-ġilda, Klaws, il-Milied, omm, ton medju-skur tal-ġilda, ċelebarazzjoni
🤶🏿	Is-Sinjura, Is-Sinjura Klaws: ton skur tal-ġilda, Klaws, il-Milied, omm, ton skur tal-ġilda, ċelebarazzjoni
🧙	magu, saħħar, saħħara
🧙🏻	magu, magu: ton ċar tal-ġilda, saħħar, saħħara, ton ċar tal-ġilda
🧙🏼	magu, magu: ton medju-ċar tal-ġilda, saħħar, saħħara, ton medju-ċar tal-ġilda
🧙🏽	magu, magu: ton medju tal-ġilda, saħħar, saħħara, ton medju tal-ġilda
🧙🏾	magu, magu: ton medju-skur tal-ġilda, saħħar, saħħara, ton medju-skur tal-ġilda
🧙🏿	magu, magu: ton skur tal-ġilda, saħħar, saħħara, ton skur tal-ġilda
🧙‍♂	assistent, raġel magu, saħħar
🧙🏻‍♂	assistent, raġel magu, raġel magu: ton ċar tal-ġilda, saħħar, ton ċar tal-ġilda
🧙🏼‍♂	assistent, raġel magu, raġel magu: ton medju-ċar tal-ġilda, saħħar, ton medju-ċar tal-ġilda
🧙🏽‍♂	assistent, raġel magu, raġel magu: ton medju tal-ġilda, saħħar, ton medju tal-ġilda
🧙🏾‍♂	assistent, raġel magu, raġel magu: ton medju-skur tal-ġilda, saħħar, ton medju-skur tal-ġilda
🧙🏿‍♂	assistent, raġel magu, raġel magu: ton skur tal-ġilda, saħħar, ton skur tal-ġilda
🧙‍♀	mara magu, saħħar, saħħara
🧙🏻‍♀	mara magu, mara magu: ton ċar tal-ġilda, saħħar, saħħara, ton ċar tal-ġilda
🧙🏼‍♀	mara magu, mara magu: ton medju-ċar tal-ġilda, saħħar, saħħara, ton medju-ċar tal-ġilda
🧙🏽‍♀	mara magu, mara magu: ton medju tal-ġilda, saħħar, saħħara, ton medju tal-ġilda
🧙🏾‍♀	mara magu, mara magu: ton medju-skur tal-ġilda, saħħar, saħħara, ton medju-skur tal-ġilda
🧙🏿‍♀	mara magu, mara magu: ton skur tal-ġilda, saħħar, saħħara, ton skur tal-ġilda
🧚	Oberon, Puck, Titania, fatatina
🧚🏻	Oberon, Puck, Titania, fatatina, fatatina: ton ċar tal-ġilda, ton ċar tal-ġilda
🧚🏼	Oberon, Puck, Titania, fatatina, fatatina: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
🧚🏽	Oberon, Puck, Titania, fatatina, fatatina: ton medju tal-ġilda, ton medju tal-ġilda
🧚🏾	Oberon, Puck, Titania, fatatina, fatatina: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
🧚🏿	Oberon, Puck, Titania, fatatina, fatatina: ton skur tal-ġilda, ton skur tal-ġilda
🧚‍♂	Oberon, Puck, fatat maskil
🧚🏻‍♂	Oberon, Puck, fatat maskil, fatat maskil: ton ċar tal-ġilda, ton ċar tal-ġilda
🧚🏼‍♂	Oberon, Puck, fatat maskil, fatat maskil: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
🧚🏽‍♂	Oberon, Puck, fatat maskil, fatat maskil: ton medju tal-ġilda, ton medju tal-ġilda
🧚🏾‍♂	Oberon, Puck, fatat maskil, fatat maskil: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
🧚🏿‍♂	Oberon, Puck, fatat maskil, fatat maskil: ton skur tal-ġilda, ton skur tal-ġilda
🧚‍♀	Titania, fatat femminil
🧚🏻‍♀	Titania, fatat femminil, fatat femminil: ton ċar tal-ġilda, ton ċar tal-ġilda
🧚🏼‍♀	Titania, fatat femminil, fatat femminil: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
🧚🏽‍♀	Titania, fatat femminil, fatat femminil: ton medju tal-ġilda, ton medju tal-ġilda
🧚🏾‍♀	Titania, fatat femminil, fatat femminil: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
🧚🏿‍♀	Titania, fatat femminil, fatat femminil: ton skur tal-ġilda, ton skur tal-ġilda
🧛	Dracula, qam mil-mewt, vampira
🧛🏻	Dracula, qam mil-mewt, ton ċar tal-ġilda, vampira, vampira: ton ċar tal-ġilda
🧛🏼	Dracula, qam mil-mewt, ton medju-ċar tal-ġilda, vampira, vampira: ton medju-ċar tal-ġilda
🧛🏽	Dracula, qam mil-mewt, ton medju tal-ġilda, vampira, vampira: ton medju tal-ġilda
🧛🏾	Dracula, qam mil-mewt, ton medju-skur tal-ġilda, vampira, vampira: ton medju-skur tal-ġilda
🧛🏿	Dracula, qam mil-mewt, ton skur tal-ġilda, vampira, vampira: ton skur tal-ġilda
🧛‍♂	Dracula, qam mil-mewt, raġel vampira
🧛🏻‍♂	Dracula, qam mil-mewt, raġel vampira, raġel vampira: ton ċar tal-ġilda, ton ċar tal-ġilda
🧛🏼‍♂	Dracula, qam mil-mewt, raġel vampira, raġel vampira: ton medju-ċar tal-ġilda, ton medju-ċar tal-ġilda
🧛🏽‍♂	Dracula, qam mil-mewt, raġel vampira, raġel vampira: ton medju tal-ġilda, ton medju tal-ġilda
🧛🏾‍♂	Dracula, qam mil-mewt, raġel vampira, raġel vampira: ton medju-skur tal-ġilda, ton medju-skur tal-ġilda
🧛🏿‍♂	Dracula, qam mil-mewt, raġel vampira, raġel vampira: ton skur tal-ġilda, ton skur tal-ġilda
🧛‍♀	mara vampira, qam mil-mewt
